"","Respondent_ID_2016","year","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"797","4064791","2019","Coalition","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Superannuation","Associate Diploma","Male",66,"Australia","Methodist","Middle","Major City","50,001-60,000","4227"
"798","4080525","2016","Coalition","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Debt","Economy","No Qualification","Male",76,"Australia","Anglican","Working","Small Country Town","10,001-15,000","4580"
"799","4107791","2016","Coalition","Extremely Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt","No Qualification","Male",80,"Australia","Methodist","Middle","Rural","60,001-70,000","4798"
"800","4130623","2016","Coalition","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","No Difference","No Difference","No Difference","Liberal","Economy","Immigration","Postgraduate","Female",59,"Australia","Anglican","Middle","Large Town","35,001-40,000","4218"
"801","4130623","2019","Coalition","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Immigration","No Qualification","Female",62,"Australia","Anglican","Middle","Major City","35,001-40,000","4218"
"802","4146765","2016","Coalition","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","Liberal","Labor","No Difference","No Difference","Liberal","No Difference","Health","Education","Undergraduate","Male",65,"Australia","Presbyterian","Working","Major City","50,001-60,000","4207"
"803","4146765","2019","Coalition","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Liberal","Economy","Debt","Bachelor","Male",68,"Australia","Presbyterian","Working","Major City","60,001-70,000","4207"
"804","4148308","2019","Coalition","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt","Non-Trade","Male",62,"Australia","Lutheran","Middle","Rural","60,001-70,000","4519"
"805","4166894","2016","Coalition","Quite Important","Not Very Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy","Postgraduate","Female",26,"Australia","Roman Catholic","Middle","Large Town","160,001-180,000","4870"
"806","4166894","2019","Coalition","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","No Difference","No Difference","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Liberal","Taxation","Economy","Postgraduate","Female",29,"Australia","Roman Catholic","Middle","Major City",">180,000","4870"
"807","4168954","2019","Coalition","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Health","Associate Diploma","Female",68,"NESB","Jewish","Middle","Major City","30,001-35,000","4214"
"808","4186998","2016","Coalition","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Labor","Labor","Liberal","Liberal","Debt","Taxation","Postgraduate","Male",62,"ESB","No Religion","Middle","Major City","160,001-180,000","4810"
"809","4186998","2019","Coalition","Not Very Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Economy","Health","Postgraduate","Male",65,"ESB","No Religion","Middle","Major City","60,001-70,000","4810"
"810","4209765","2016","Coalition","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","No Difference","No Difference","Labor","No Difference","No Difference","Labor","No Difference","No Difference","Labor","No Difference","Climate","Economy","Trade","Male",50,"Australia","No Religion","None","Rural","15,001-20,000","4472"
"811","4247369","2016","Coalition","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Labor","No Difference","Liberal","No Difference","Liberal","No Difference","No Difference","Liberal","Immigration","Economy","Trade","Male",59,"Australia","Methodist","Working","Major City","40,001-45,000","5159"
"812","4247369","2019","Coalition","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Labor","Liberal","Liberal","No Difference","Liberal","Labor","Liberal","No Difference","Labor","Liberal","Taxation","Health","Trade","Male",61,"Australia","Methodist","Working","Major City","50,001-60,000","5159"
"813","4265365","2016","Coalition","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Superannuation","Health","Non-Trade","Female",51,"Australia","Anglican","Middle","Major City","110,001-120,000","5045"
"814","4265365","2019","Coalition","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Superannuation","Economy","Non-Trade","Female",54,"Australia","Methodist","Middle","Major City",">180,000","5045"
"815","4272096","2016","Coalition","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Education","Postgraduate","Female",47,"Australia","Lutheran","Middle","Major City","140,001-150,000","5112"
"816","4273486","2016","Coalition","Quite Important","Not Very Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Labor","Liberal","Labor","Liberal","No Difference","Liberal","Liberal","Economy","Debt","Bachelor","Male",32,"Australia","No Religion","Middle","Major City","90,001-100,000","5085"
"817","4273486","2019","Coalition","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Liberal","Economy","Taxation","Bachelor","Male",35,"Australia","No Religion","Middle","Major City","100,001-110,000","5085"
"818","4296690","2016","Coalition","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","No Difference","No Difference","No Difference","Health","Education","No Qualification","Female",73,"Australia","No Religion","Working","Major City","35,001-40,000","5089"
"819","4296690","2019","Coalition","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Environment","No Qualification","Female",76,"Australia","No Religion","Middle","Major City","40,001-45,000","5089"
"820","4297208","2016","Coalition","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt","Non-Trade","Female",68,"Australia","No Religion","Middle","Major City","60,001-70,000","5062"
"821","4300434","2019","Coalition","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Taxation","Debt","Postgraduate","Male",53,"Australia","No Religion","Middle","Major City",">180,000","5089"
"822","4302693","2016","Coalition","Quite Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","Liberal","No Difference","No Difference","Liberal","No Difference","Liberal","Economy","Immigration","Undergraduate","Female",64,"Australia","Baptist","Working","Major City","100,001-110,000","5093"
"823","4313243","2019","Coalition","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","No Difference","Labor","Liberal","Liberal","Taxation","Health","Trade","Male",72,"Australia","Roman Catholic","Middle","Major City","60,001-70,000","5022"
"824","4317449","2016","Coalition","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Taxation","Economy","Postgraduate","Female",72,"ESB","Pentecostalism","Working","Major City","25,001-30,000","5108"
"825","4318717","2019","Coalition","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Labor","No Difference","Labor","Liberal","No Difference","Labor","Labor","Liberal","Liberal","Economy","Taxation","Postgraduate","Female",63,"Australia","No Religion","None","Major City","45,001-50,000","5067"
"826","4345070","2016","Coalition","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Refugees","Climate","Postgraduate","Male",59,"Australia","No Religion","Middle","Major City","160,001-180,000","5041"
"827","4356892","2016","Coalition","Not Very Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","No Difference","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","No Difference","No Difference","Liberal","Economy","Debt","Trade","Male",77,"Australia","No Religion","Working","Major City","35,001-40,000","5012"
"828","4361188","2016","Coalition","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Health","Environment","No Qualification","Male",56,"Australia","Presbyterian","Middle","Major City","90,001-100,000","5045"
"829","4391864","2016","Coalition","Not Very Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Not Very Important","Extremely Important","No Difference","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","No Difference","No Difference","Liberal","Economy","Debt","No Qualification","Male",69,"Australia","Roman Catholic","Middle","Rural","20,001-25,000","5245"
"830","4404065","2016","Coalition","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation","No Qualification","Male",67,"Australia","Anglican","Middle","Rural","160,001-180,000","5460"
"831","4404065","2019","Coalition","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt","No Qualification","Male",70,"Australia","No Religion","Middle","Rural",">180,000","5460"
"832","4439168","2016","Coalition","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Not Very Important","Not Very Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Economy","Debt","Bachelor","Male",55,"Australia","No Religion","Upper","Major City",">180,000","7000"
"833","4439168","2019","Coalition","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Environment","Bachelor","Male",58,"Australia","No Religion","Upper","Major City",">180,000","7000"
"834","4449395","2016","Coalition","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Taxation","Postgraduate","Male",61,"Australia","Roman Catholic","Middle","Major City",">180,000","7008"
"835","4449395","2019","Coalition","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Health","Postgraduate","Male",64,"Australia","Roman Catholic","Middle","Major City","90,001-100,000","7008"
"836","4454946","2019","Coalition","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Refugees","Taxation","Trade","Female",58,"Australia","Methodist","Working","Large Town","50,001-60,000","7315"
"837","4469951","2016","Coalition","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Education","Non-Trade","Female",79,"Australia","No Religion","Middle","Major City","25,001-30,000","7005"
"838","4567550","2016","Coalition","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Superannuation","Taxation","Postgraduate","Male",57,"Australia","Roman Catholic","Middle","Major City","110,001-120,000","3082"
"839","4567550","2019","Coalition","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Labor","Liberal","Labor","Liberal","Labor","Liberal","Liberal","Taxation","Superannuation","Bachelor","Male",60,"Australia","Roman Catholic","Middle","Major City","130,001-140,000","3082"
"840","4578162","2016","Coalition","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","No Difference","Labor","No Difference","Superannuation","Health","Bachelor","Female",51,"Australia","Methodist","Working","Rural","150,001-160,000","3424"
"841","4578162","2019","Coalition","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","No Difference","No Difference","No Difference","No Difference","No Difference","Liberal","No Difference","No Difference","Liberal","Liberal","Health","Superannuation","Bachelor","Female",54,"Australia","Methodist","Middle","Rural","150,001-160,000","3424"
"842","4580959","2016","Coalition","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy","Bachelor","Female",51,"Australia","Roman Catholic","Middle","Major City","80,001-90,000","3031"
"843","4580959","2019","Coalition","Extremely Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Taxation","Bachelor","Female",54,"Australia","Roman Catholic","Middle","Major City","80,001-90,000","3031"
"844","4592349","2016","Coalition","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Quite Important","No Difference","Liberal","Labor","Labor","No Difference","Labor","Liberal","Liberal","No Difference","No Difference","Taxation","Health","Trade","Female",46,"Australia","Methodist","Working","Small Country Town","35,001-40,000","3525"
"845","4610478","2016","Coalition","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","No Difference","Liberal","Labor","Labor","Liberal","Labor","Liberal","Labor","Liberal","Liberal","Debt","Economy","Bachelor","Male",43,"Australia","No Religion","Middle","Major City","120,001-130,000","3195"
"846","4615264","2016","Coalition","Not Very Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Labor","Liberal","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Debt","Immigration","Non-Trade","Male",68,"Australia","No Religion","Middle","Major City","50,001-60,000","3172"
"847","4615264","2019","Coalition","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt","No Qualification","Male",71,"Australia","No Religion","Middle","Major City","50,001-60,000","3172"
"848","4622733","2016","Coalition","Quite Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Not Very Important","Quite Important","Labor","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Economy","Immigration","Bachelor","Male",43,"NESB","Christian","Middle","Major City","60,001-70,000","3161"
"849","4631048","2019","Coalition","Extremely Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Labor","Liberal","Labor","Liberal","Liberal","Labor","Labor","Liberal","Liberal","Economy","Taxation","Associate Diploma","Female",51,"NESB","Presbyterian","Working","Major City","70,001-80,000","3149"
"850","4632088","2016","Coalition","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Refugees","Refugees","Trade","Male",56,"Australia","Roman Catholic","Working","Large Town","110,001-120,000","3690"
"851","4632088","2019","Coalition","Quite Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Not Very Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Immigration","Trade","Male",59,"Australia","Roman Catholic","Working","Large Town","60,001-70,000","3690"
"852","4647092","2016","Coalition","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","No Difference","No Difference","Liberal","Economy","Superannuation","Postgraduate","Male",62,"Australia","No Religion","Middle","Major City","110,001-120,000","3107"
"853","4647092","2019","Coalition","Extremely Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Liberal","No Difference","No Difference","No Difference","Liberal","Labor","No Difference","No Difference","Liberal","Liberal","Economy","Environment","Postgraduate","Male",65,"Australia","Methodist","Middle","Major City","120,001-130,000","3107"
"854","4650238","2016","Coalition","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","No Difference","No Difference","No Difference","Liberal","Liberal","Superannuation","Economy","No Qualification","Male",70,"Australia","Presbyterian","Working","Major City","60,001-70,000","3177"
"855","4652397","2019","Coalition","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Labor","Liberal","Labor","Liberal","Liberal","Labor","Labor","No Difference","Liberal","Health","Economy","Non-Trade","Male",79,"NESB","Orthodox","Working","Major City","25,001-30,000","3105"
"856","4669811","2016","Coalition","Quite Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Immigration","Immigration","No Qualification","Female",84,"Australia","Anglican","Middle","Major City","50,001-60,000","3072"
"857","4734085","2016","Coalition","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","No Difference","Liberal","No Difference","No Difference","No Difference","Labor","Liberal","Liberal","No Difference","No Difference","Refugees","Superannuation","Trade","Male",68,"Australia","No Religion","Middle","Major City","90,001-100,000","3186"
"858","4734085","2019","Coalition","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","No Difference","Economy","Health","Trade","Male",71,"Australia","No Religion","Middle","Major City","100,001-110,000","3186"
"859","4764552","2019","Coalition","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Economy","No Qualification","Male",73,"Australia","Anglican","Upper","Major City",">180,000","3186"
"860","4765740","2016","Coalition","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Liberal","No Difference","Labor","No Difference","Liberal","Labor","No Difference","Labor","Liberal","Liberal","Economy","Health","Bachelor","Male",29,"NESB","Buddhist","Working","Major City","45,001-50,000","3072"
"861","4809390","2019","Coalition","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Health","Postgraduate","Male",45,"NESB","Methodist","Working","Major City","90,001-100,000","3805"
"862","4829262","2016","Coalition","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Labor","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Refugees","Education","Trade","Male",65,"NESB","Roman Catholic","Working","Large Town","15,001-20,000","3677"
"863","4835017","2016","Coalition","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Immigration","Economy","Postgraduate","Male",68,"NESB","Anglican","Middle","Major City","25,001-30,000","3076"
"864","4848133","2019","Coalition","Quite Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Quite Important","Liberal","Liberal","Labor","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Liberal","Immigration","Health","No Qualification","Male",66,"Australia","No Religion","Working","Major City","60,001-70,000","3153"
"865","4862643","2016","Coalition","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","No Difference","No Difference","Liberal","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Debt","Economy","Trade","Male",68,"Australia","Roman Catholic","Middle","Major City","45,001-50,000","3152"
"866","4862643","2019","Coalition","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Economy","Taxation","Trade","Male",71,"Australia","Roman Catholic","Middle","Major City","35,001-40,000","3152"
"867","4867755","2016","Coalition","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Labor","Liberal","Taxation","Immigration","Postgraduate","Male",41,"Australia","Anglican","Middle","Major City",">180,000","3166"
"868","4890902","2016","Coalition","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Labor","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Liberal","Labor","Liberal","Economy","Superannuation","Trade","Male",58,"Australia","No Religion","Working","Major City","70,001-80,000","3152"
"869","4890902","2019","Coalition","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Taxation","Trade","Male",61,"Australia","No Religion","Middle","Major City","70,001-80,000","3152"
"870","4916206","2019","Coalition","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Immigration","Bachelor","Male",67,"NESB","Jewish","None","Major City","50,001-60,000","3161"
"871","4932339","2016","Coalition","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","No Difference","Liberal","Labor","No Difference","Liberal","Labor","Liberal","No Difference","Liberal","Liberal","Health","Superannuation","Postgraduate","Female",67,"Australia","Presbyterian","Working","Small Country Town","15,001-20,000","3888"
"872","4932339","2019","Coalition","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Refugees","Education","Trade","Female",70,"Australia","Methodist","Working","Small Country Town","10,001-15,000","3888"
